#ID	A323-01	A323-02	A323-03	A323-04	A323-05	A323-06	A323-07	A323-08	A323-11	A323-12	A323-15	A323-16	A323-17	A323-18	A323-19	A323-22	A323-24	A323-28	A323-29	A323-34	A323-35	A323-37	A323-38	A323-39	A323-40	A323-41	A323-42	A323-43	A323-44	A323-45	A323-46	A323-47	A323-48	A323-49	A323-50
hsa-miR-17-5p	158.0342164	234.1176274	199.5821249	189.8947643	169.1032914	317.5963129	293.1075483	164.525723	134.030729	149.7923334	113.4328842	125.9163915	191.5376282	102.7146888	156.3739997	152.1941321	129.0142238	155.4506656	151.907964	167.3662428	141.05335	243.4717655	162.1969578	179.6733865	135.4594009	252.6832555	299.3823852	156.7398119	218.6579546	282.1219331	125.5008413	173.5353848	198.4262744	144.7197949	186.9071539
hsa-miR-181a-2-3p	8.104318791	0	53.01400193	8.50275064	35.87039514	36.92980383	11.0606622	37.96747453	32.69042171	0	0	37.30856045	11.97110176	16.11210805	62.54959988	16.91045912	69.88270457	14.13187869	30.38159281	46.55219998	61.42645888	33.09324969	27.87760212	58.8021992	9.675671492	42.11387592	14.78431532	13.06165099	22.5089071	0	0	42.21130982	20.52685597	55.13135044	26.41079348
hsa-miR-181a-3p	40.52159396	23.41176274	18.71082421	17.00550128	17.93519757	22.1578823	41.47748326	21.09304141	19.61425302	13.61748485	20.25587218	23.31785028	5.98555088	14.09809454	23.45609995	12.68284434	51.06813026	18.84250492	20.2543952	29.92641427	27.30064839	54.36748163	7.602982397	22.86752191	33.86485022	36.09760793	22.17647298	84.90073145	0	0	13.94453792	23.45072768	6.842285323	48.23993164	10.15799749
hsa-miR-181a-5p	267.4425201	294.319303	314.9655409	374.1210282	204.9736865	280.6665091	392.6535082	438.7352612	246.8126839	190.6447879	247.1216406	671.5540881	257.3786878	412.8727687	387.0256492	621.4593726	1435.28324	593.5389051	820.3030058	662.8146568	746.2177227	1231.541649	539.8117502	904.9005099	672.4591687	715.9358906	255.0294393	1312.695925	810.3206555	677.0926394	548.4851584	647.2400839	677.386247	447.9422223	723.2494215
hsa-miR-181b-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-5p	145.8777382	110.3697386	62.36941404	113.3700085	81.9894746	103.4034507	52.53814546	80.15355734	73.55344884	95.32239395	36.46056992	228.5149328	80.80493688	88.61659426	113.3711498	177.5598207	438.1108017	179.0037968	263.3071376	169.5830142	152.4286202	354.5705324	149.5253205	382.2142948	270.9188018	162.4392357	96.09804958	372.2570533	147.9156752	112.8487732	106.9081241	159.4649482	88.9497092	137.8283761	125.9591689
hsa-miR-181c-3p	0	0	0	5.668500427	2.562171081	0	0	0	0	0	0	0	0	0	0	0	2.68779633	0	0	3.325157141	4.550108065	4.727607098	0	6.533577689	0	6.016267989	0	6.530825496	9.64667447	0	0	4.690145535	0	0	4.063198997
hsa-miR-181c-5p	0	0	6.236941404	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68779633	4.710626231	10.1271976	2.216771428	2.275054033	2.363803549	0	0	14.51350724	0	0	0	0	9.404064437	0	4.690145535	13.68457065	6.891418805	2.031599499
hsa-miR-181d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.363803549	0	9.800366534	0	0	0	0	0	9.404064437	0	0	6.842285323	0	0
hsa-miR-181d-5p	141.8255789	110.3697386	59.25094334	99.19875746	81.9894746	103.4034507	52.53814546	80.15355734	73.55344884	95.32239395	36.46056992	226.1831477	77.81216144	88.61659426	113.3711498	173.332206	424.6718201	179.0037968	243.0527424	167.3662428	150.1535661	349.8429253	146.990993	365.8803506	256.4052945	120.3253598	96.09804958	372.2570533	147.9156752	94.04064437	106.9081241	159.4649482	88.9497092	137.8283761	123.9275694
hsa-miR-182-5p	1049.509283	418.0671918	2688.121745	1663.704875	999.2467217	997.1047034	962.2776116	1084.182328	1616.541353	2743.923197	1474.627495	711.1944336	769.1432881	1659.547129	2009.405896	1124.545531	491.8667283	909.1508625	556.9958681	1129.445042	1292.23069	1108.623864	1036.539933	846.0983107	1117.540057	685.8545507	1604.098212	457.1577847	1151.16982	1467.034052	1566.436427	722.2824124	1313.718782	1295.586735	1170.201311
hsa-miR-1827	64.83455033	40.13445041	62.36941404	119.038509	15.37302649	22.1578823	69.12913876	33.74886625	132.3962079	54.4699394	16.20469774	39.64034548	113.7254667	40.28027012	43.00284992	16.91045912	37.62914861	136.6081607	50.63598801	73.15345711	36.40086452	26.00183904	25.34327466	39.20146613	43.54052171	24.06507195	36.9607883	32.65412748	80.38895391	47.02032218	18.59271723	103.1832018	27.36914129	82.69702566	62.97958446
hsa-miR-183-3p	0	0	0	0	0	0	0	0	0	0	0	0	8.97832632	0	0	0	2.68779633	0	0	1.108385714	0	2.363803549	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-183-5p	226.9209262	143.815114	704.7743786	504.496538	356.1417803	295.4384306	196.3267541	134.995465	519.7777051	742.1529244	461.8338856	212.1924376	242.4148106	443.0829713	465.2126491	308.6158789	139.7654091	296.7694525	192.4167544	326.9737856	375.3839154	356.9343359	258.5014015	228.6752191	474.1079031	150.4066997	384.3921983	91.43155695	205.795722	300.930062	511.2997239	304.8594598	314.7451249	427.2679659	353.4983128
hsa-miR-184	0	0	9.355412106	2.834250213	5.124342163	51.70172536	0	0	0	34.04371213	12.15352331	0	0	0	0	0	0	4.710626231	0	7.758699997	2.275054033	0	2.534327466	0	0	0	0	6.530825496	0	0	0	14.07043661	6.842285323	0	0
hsa-miR-1843	8.104318791	20.0672252	12.47388281	17.00550128	17.93519757	7.385960766	11.0606622	16.87443312	14.71068977	6.808742425	16.20469774	4.663570056	2.99277544	0	0	0	0	0	10.1271976	18.84255713	9.10021613	2.363803549	12.67163733	3.266788845	19.35134298	12.03253598	22.17647298	32.65412748	12.86223263	18.80812887	0	23.45072768	34.21142662	6.891418805	24.37919398
hsa-miR-185-3p	20.26079698	10.0336126	3.118470702	11.33700085	0	7.385960766	5.530331101	0	8.172605427	13.61748485	8.102348871	2.331785028	11.97110176	0	31.27479994	21.1380739	16.12677798	9.421252461	10.1271976	34.35995713	15.92537823	11.81901775	15.20596479	6.533577689	0	6.016267989	25.87255181	32.65412748	9.64667447	9.404064437	9.296358616	23.45072768	47.89599726	13.78283761	38.60039047
hsa-miR-185-5p	486.2591275	729.1091824	583.1540213	541.3417907	450.9421103	428.3857244	456.2523158	324.8328376	882.6413861	537.8906516	502.34563	254.1645681	478.8440704	163.135094	344.0227993	426.9890928	338.6623375	683.0408034	283.5615329	579.6857283	445.9105904	789.5103854	524.6057854	303.8113625	299.9458162	360.9760793	632.0294799	659.6133751	398.7292114	479.6072863	413.6879584	304.8594598	622.6479644	413.4851283	731.3758195
hsa-miR-186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.216771428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-186-5p	210.7122886	167.2268767	93.55412106	266.41952	89.67598785	155.1051761	204.6222507	105.465207	150.3759398	136.1748485	141.7911052	144.5706717	131.6821194	108.7567293	207.1955496	114.1455991	274.1552256	174.2931705	111.3991736	197.2926571	232.0555113	278.9288188	172.3342677	261.3431076	183.8377583	198.5368436	206.9804145	372.2570533	157.5623497	216.293482	171.9826344	211.0565491	225.7954157	199.8511454	255.9815368
hsa-miR-187-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69607883	0	0	0	0	0	0	0	6.094798496
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	0	4.663570056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-188-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1271976	0	0	0	0	9.800366534	0	0	0	0	0	18.80812887	4.648179308	4.690145535	0	0	0
hsa-miR-18a-3p	0	0	0	0	2.562171081	0	0	0	6.538084341	13.61748485	8.102348871	0	0	0	11.72804998	16.91045912	5.375592659	4.710626231	0	4.433542855	4.550108065	2.363803549	15.20596479	0	0	0	0	13.06165099	0	28.21219331	0	0	27.36914129	0	8.126397994
hsa-miR-18a-5p	44.57375335	46.82352548	49.89553123	34.01100256	40.9947373	29.54384306	41.47748326	29.53025797	42.49754822	13.61748485	24.30704661	37.30856045	32.92052984	10.07006753	15.63739997	59.18660692	26.8779633	75.37001969	20.2543952	54.31089998	43.22602662	68.55030292	58.28953171	49.00183267	62.8918647	54.1464119	66.52941894	13.06165099	57.88004682	28.21219331	23.24089654	65.66203749	41.05371194	89.58844447	58.91638546
hsa-miR-18b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.063198997
hsa-miR-18b-5p	44.57375335	46.82352548	49.89553123	34.01100256	40.9947373	29.54384306	41.47748326	29.53025797	42.49754822	13.61748485	24.30704661	37.30856045	32.92052984	10.07006753	15.63739997	59.18660692	26.8779633	75.37001969	20.2543952	54.31089998	43.22602662	68.55030292	58.28953171	49.00183267	62.8918647	54.1464119	66.52941894	13.06165099	57.88004682	28.21219331	23.24089654	65.66203749	41.05371194	89.58844447	58.91638546
hsa-miR-1908-5p	4.052159396	0	9.355412106	0	0	14.77192153	5.530331101	0	9.807126512	13.61748485	0	2.331785028	0	0	66.45894987	25.36568868	13.43898165	18.84250492	0	15.51739999	6.825162098	4.727607098	12.67163733	22.86752191	14.51350724	66.17894788	3.69607883	19.59247649	9.64667447	9.404064437	0	23.45072768	13.68457065	6.891418805	10.15799749
hsa-miR-190a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	429.5288959	461.5461797	386.690367	300.4305226	304.8983587	288.0524699	293.1075483	206.7118058	220.6603465	551.5081364	490.1921067	207.5288675	254.3859124	201.4013506	254.1077495	629.9146022	252.652855	541.7220165	415.2151017	434.4871998	402.6845638	458.5778885	354.8058452	280.9438406	237.0539515	288.7808635	347.43141	254.7021944	276.5380015	432.5869641	381.1507033	361.1412062	581.5942525	599.5534361	583.0690561
hsa-miR-190b-5p	8.104318791	23.41176274	40.54011913	11.33700085	28.18388189	36.92980383	22.1213244	16.87443312	31.05590062	6.808742425	4.051174435	32.64499039	47.88440704	14.09809454	19.54674996	8.455229559	13.43898165	14.13187869	0	26.60125713	13.6503242	18.91042839	17.74029226	19.60073307	19.35134298	0	14.78431532	13.06165099	19.29334894	9.404064437	0	18.76058214	13.68457065	34.45709403	18.28439549
hsa-miR-191-3p	20.26079698	16.72268767	3.118470702	2.834250213	2.562171081	0	30.41682106	16.87443312	1.634521085	0	0	4.663570056	2.99277544	0	0	8.455229559	0	0	0	1.108385714	4.550108065	11.81901775	2.534327466	6.533577689	0	12.03253598	3.69607883	13.06165099	0	0	0	9.38029107	27.36914129	0	16.25279599
hsa-miR-191-5p	4218.297931	2779.310691	2834.689868	4018.966802	3271.892471	3744.682108	2662.854425	2889.746673	2121.608369	1872.404167	1312.580517	3105.937657	1975.23179	1556.83244	3311.219444	1551.534624	2507.713975	2331.759984	2298.873856	3367.275799	2425.207599	2323.618889	3046.261614	1793.467076	1872.242434	3687.972277	3137.970927	3448.275862	1466.294519	1993.661661	1575.732785	2148.086655	3304.823811	2177.688342	2194.127458
hsa-miR-1912-5p	0	0	0	0	0	0	0	0	0	6.808742425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68779633	0	0	0	0	0	0	0	0	0	7.39215766	0	0	0	0	0	0	0	0
hsa-miR-1914-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.063198997
hsa-miR-1915-3p	0	0	0	0	0	0	0	0	0	0	0	2.331785028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-3p	0	6.689075068	0	2.834250213	0	0	0	0	0	0	0	0	0	0	0	0	0	9.421252461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	239.0774043	471.5797923	268.1884804	359.9497771	302.3361876	354.5261168	265.4558928	253.1164969	233.7365152	299.5846667	162.0469774	254.1645681	209.4942808	294.0459719	93.82439982	198.6978946	212.33591	127.1869082	324.0703233	207.2681285	211.580025	340.3877111	253.4327466	235.2087968	285.432309	96.26028782	328.9510159	254.7021944	225.089071	178.6772243	102.2599448	178.2255303	212.110845	248.091077	288.4871288
hsa-miR-193a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-193a-5p	56.73023154	83.61343835	9.355412106	65.18775491	38.43256622	14.77192153	49.77297991	29.53025797	107.8783916	40.85245455	48.61409323	51.29927062	29.9277544	12.08408104	58.64024989	38.04853302	72.5705009	70.65939346	101.271976	48.76897141	100.1023774	63.82269582	58.28953171	91.47008765	91.91887917	18.04880397	44.35294596	32.65412748	51.44893051	56.42438662	37.18543447	60.97189196	61.58056791	82.69702566	22.34759448
hsa-miR-193b-3p	0	3.344537534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.710626231	0	0	2.275054033	4.727607098	2.534327466	0	0	0	0	0	0	0	0	0	0	6.891418805	0
hsa-miR-193b-5p	56.73023154	10.0336126	3.118470702	19.83975149	12.81085541	36.92980383	0	12.65582484	17.97973194	0	8.102348871	18.65428022	8.97832632	0	0	4.22761478	8.063388989	18.84250492	10.1271976	7.758699997	31.85075646	9.455214196	5.068654931	0	38.70268597	0	33.26470947	6.530825496	22.5089071	0	9.296358616	14.07043661	13.68457065	6.891418805	8.126397994
hsa-miR-194-3p	0	0	0	0	2.562171081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.275054033	2.363803549	0	0	4.837835746	0	0	0	0	0	0	0	0	0	0
hsa-miR-194-5p	44.57375335	133.7815014	99.79106246	164.3865124	64.05427703	44.31576459	88.48529761	59.06051594	140.5688133	81.7049091	93.17701202	74.6171209	62.84828424	159.107067	66.45894987	97.23513993	69.88270457	56.52751477	30.38159281	69.82829997	113.7527016	127.6453916	101.3730986	91.47008765	106.4323864	48.13014391	110.8823649	65.30825496	115.7600936	169.2731599	65.07451031	51.59160089	123.1611358	75.80560686	83.29557944
hsa-miR-195-3p	0	3.344537534	3.118470702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.550108065	0	0	3.266788845	0	0	7.39215766	6.530825496	3.215558157	0	0	0	0	0	0
hsa-miR-195-5p	68.88670973	50.16806301	53.01400193	25.50825192	35.87039514	36.92980383	63.59880766	33.74886625	40.86302713	61.27868183	48.61409323	44.30391553	35.91330528	130.9108779	7.818699985	50.73137736	77.94609356	56.52751477	151.907964	79.80377139	72.80172904	70.91410647	35.48058452	81.66972111	67.72970044	78.21148385	96.09804958	91.43155695	80.38895391	9.404064437	51.12997239	126.6339295	68.42285323	103.3712821	176.7491564
hsa-miR-196a-5p	89.14750671	43.47898794	102.9095332	70.85625533	92.23815893	110.7894115	99.54595982	67.4977325	47.40111147	136.1748485	36.46056992	67.62176581	92.77603864	70.49047271	93.82439982	76.09706604	77.94609356	61.238141	30.38159281	72.0450714	113.7527016	52.00367808	20.27461972	55.53541036	96.75671492	180.4880397	85.00981309	124.0856844	135.0534426	169.2731599	88.31540686	98.49305624	95.79199453	110.2627009	99.54837543
hsa-miR-196b-5p	89.14750671	43.47898794	102.9095332	70.85625533	92.23815893	110.7894115	99.54595982	67.4977325	47.40111147	136.1748485	36.46056992	67.62176581	92.77603864	70.49047271	93.82439982	76.09706604	77.94609356	61.238141	30.38159281	72.0450714	113.7527016	52.00367808	20.27461972	55.53541036	96.75671492	180.4880397	85.00981309	124.0856844	135.0534426	169.2731599	88.31540686	98.49305624	95.79199453	110.2627009	99.54837543
hsa-miR-197-3p	145.8777382	123.7478888	84.19870895	187.0605141	53.80559271	184.6490191	91.25046317	105.465207	70.28440667	34.04371213	68.8699654	72.28533587	59.8555088	88.61659426	89.91504982	122.6008286	292.9697999	202.5569279	253.17994	246.0616285	195.6546468	205.6509088	172.3342677	369.1471394	212.8647728	336.9110074	170.0196262	287.3563218	160.7779078	178.6772243	46.48179308	168.8452393	232.637701	137.8283761	142.2119649
hsa-miR-197-5p	0	0	0	0	5.124342163	0	0	0	4.903563256	0	0	2.331785028	0	0	19.54674996	0	0	0	0	0	4.550108065	2.363803549	0	9.800366534	0	12.03253598	0	6.530825496	0	0	0	0	0	13.78283761	6.094798496
hsa-miR-1972	4.052159396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.375592659	0	0	0	2.275054033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1976	0	0	0	0	0	0	0	0	0	0	0	2.331785028	0	0	0	0	0	4.710626231	0	1.108385714	0	0	0	3.266788845	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.891418805	0
hsa-miR-199a-3p	1961.245148	1615.411629	1022.85839	2292.908423	2016.428641	2001.595368	3091.455085	2185.23909	1281.464531	1164.294955	664.3926074	1762.829481	1622.084289	1534.678292	2634.901895	1111.862687	1499.790352	1625.16605	1488.698047	1184.864328	1301.330907	1763.397448	1736.014314	2031.942661	1548.107439	4825.046927	3888.274929	4101.358412	2688.206619	1561.074696	1083.025779	2907.890232	4078.002053	2274.168206	3652.815898
hsa-miR-199a-5p	32.41727517	10.0336126	6.236941404	51.01650384	46.11907946	22.1578823	80.18980096	33.74886625	11.4416476	27.2349697	0	11.65892514	44.8916316	10.07006753	54.73089989	4.22761478	21.50237064	37.68500985	40.50879041	16.62578571	34.12581049	11.81901775	35.48058452	26.13431076	62.8918647	108.2928238	136.7549167	78.36990596	41.80225604	18.80812887	4.648179308	70.35218303	88.9497092	62.02276925	58.91638546
hsa-miR-199b-3p	1961.245148	1615.411629	1022.85839	2292.908423	2016.428641	2001.595368	3091.455085	2185.23909	1281.464531	1164.294955	664.3926074	1762.829481	1622.084289	1534.678292	2634.901895	1111.862687	1499.790352	1625.16605	1488.698047	1184.864328	1301.330907	1763.397448	1736.014314	2031.942661	1548.107439	4825.046927	3888.274929	4101.358412	2688.206619	1561.074696	1083.025779	2907.890232	4078.002053	2274.168206	3652.815898
hsa-miR-199b-5p	4.052159396	30.10083781	15.59235351	11.33700085	2.562171081	7.385960766	5.530331101	4.218608281	13.07616868	13.61748485	0	0	23.94220352	0	0	0	18.81457431	0	10.1271976	14.40901428	6.825162098	11.81901775	15.20596479	0	4.837835746	0	22.17647298	0	9.64667447	9.404064437	4.648179308	150.0846571	116.3188505	144.7197949	44.69518897
hsa-miR-19a-3p	312.0162735	331.1092159	193.3451835	359.9497771	199.8493443	132.9472938	246.099734	156.0885064	317.0970906	88.51365153	149.8934541	128.2481765	209.4942808	167.163121	218.9235996	164.8769764	325.2233559	254.3738165	354.4519161	261.5790285	145.6034581	217.4699265	245.8297642	186.2069641	217.7026086	216.5856476	406.5686713	130.6165099	202.5801639	94.04064437	148.7417379	314.2397509	451.5908313	392.8108719	353.4983128
hsa-miR-19b-3p	303.9119547	331.1092159	187.1082421	359.9497771	199.8493443	132.9472938	243.3345684	156.0885064	313.8280484	88.51365153	149.8934541	128.2481765	209.4942808	167.163121	218.9235996	164.8769764	322.5355595	254.3738165	354.4519161	261.5790285	143.328404	217.4699265	245.8297642	186.2069641	217.7026086	216.5856476	406.5686713	130.6165099	192.9334894	94.04064437	148.7417379	314.2397509	451.5908313	392.8108719	349.4351138
hsa-miR-200a-3p	20.26079698	56.85713808	62.36941404	104.8672579	38.43256622	29.54384306	71.89430431	21.09304141	31.05590062	6.808742425	89.12583758	20.98606525	50.87718248	112.7847563	0	8.455229559	75.25829723	18.84250492	111.3991736	43.22704284	179.7292686	35.45705324	17.74029226	26.13431076	67.72970044	42.11387592	136.7549167	32.65412748	73.9578376	28.21219331	79.01904824	28.14087321	34.21142662	6.891418805	152.3699624
hsa-miR-200a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.825162098	0	0	0	0	0	3.69607883	0	0	0	0	0	0	0	0
hsa-miR-200b-3p	12.15647819	50.16806301	0	48.18225363	17.93519757	0	38.71231771	12.65582484	11.4416476	34.04371213	145.8422797	32.64499039	17.95665264	16.11210805	3.909349992	59.18660692	21.50237064	18.84250492	20.2543952	16.62578571	191.1045387	14.18282129	20.27461972	9.800366534	38.70268597	6.016267989	59.13726128	45.71577847	16.07779078	9.404064437	27.88907585	51.59160089	0	27.56567522	79.23238045
hsa-miR-200b-5p	0	0	0	2.834250213	0	0	0	0	0	0	0	4.663570056	0	0	0	0	0	0	0	0	4.550108065	0	0	0	0	0	7.39215766	0	0	0	0	0	0	0	0
hsa-miR-200c-3p	52.67807214	107.0252011	37.42164842	136.0440102	69.17861919	7.385960766	55.30331101	37.96747453	22.88329519	40.85245455	263.3263383	93.27140112	32.92052984	52.36435116	101.6430998	71.86945126	61.81931558	32.97438361	70.89038321	65.39475711	702.9916961	82.73312422	50.68654931	88.2032988	154.8107439	114.3090918	144.1470744	137.1473354	32.15558157	56.42438662	223.1126068	70.35218303	68.42285323	48.23993164	195.0335519
hsa-miR-200c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.275054033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75118532	0	0	1.108385714	0	0	0	0	0	0	0	0	0	28.21219331	0	0	0	0	0
hsa-miR-202-5p	0	0	0	0	0	0	0	0	3.269042171	0	0	4.663570056	0	0	0	0	2.68779633	0	0	0	0	2.363803549	0	0	0	0	0	0	0	18.80812887	0	0	0	0	0
hsa-miR-203a-3p	1353.421238	745.8318701	455.2967225	717.065304	263.9036214	1078.350272	613.8667522	261.5537134	304.0209219	1082.590046	1142.431191	307.7956237	170.5882001	541.7696331	660.6801487	908.9371776	835.9046585	1728.799827	1944.42194	150.7404571	2472.983733	444.3950672	448.5759614	627.2234582	1277.188637	1467.969389	255.0294393	1933.124347	1196.187634	2793.007138	1166.693006	1322.621041	992.1313719	882.1016071	589.1638546
hsa-miR-203b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-3p	0	0	0	0	0	0	11.0606622	0	0	0	0	0	0	0	15.63739997	0	0	4.710626231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.031599499
hsa-miR-204-5p	24.31295637	73.57982575	6.236941404	14.17125107	51.24342163	22.1578823	80.18980096	16.87443312	17.97973194	74.89616668	40.51174435	25.64963531	29.9277544	74.51849972	35.18414993	33.82091824	86.00948255	51.81688854	30.38159281	33.25157141	52.32624275	7.091410647	20.27461972	42.46825498	48.37835746	48.13014391	36.9607883	45.71577847	19.29334894	28.21219331	46.48179308	60.97189196	54.73828259	27.56567522	54.85318646
hsa-miR-205-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.550108065	0	0	0	0	0	0	0	0	0	0	9.38029107	0	0	0
hsa-miR-205-5p	16.20863758	13.37815014	18.71082421	76.52475576	17.93519757	29.54384306	38.71231771	4.218608281	9.807126512	34.04371213	64.81879097	16.3224952	5.98555088	20.14013506	58.64024989	63.4142217	99.44846419	169.5825443	131.6535688	6.650314283	2586.736435	52.00367808	15.20596479	6.533577689	43.54052171	24.06507195	22.17647298	104.4932079	51.44893051	131.6569021	395.0952412	107.8733473	95.79199453	117.1541197	58.91638546
hsa-miR-206	0	26.75630027	0	25.50825192	0	0	2.76516555	4.218608281	16.34521085	0	0	2.331785028	17.95665264	14.09809454	27.36544995	0	5.375592659	0	10.1271976	0	0	2.363803549	0	3.266788845	9.675671492	12.03253598	22.17647298	6.530825496	22.5089071	18.80812887	0	14.07043661	0	0	0
hsa-miR-208a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.550108065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-3p	0	3.344537534	0	2.834250213	0	0	5.530331101	0	0	0	0	0	0	0	15.63739997	0	5.375592659	4.710626231	0	1.108385714	13.6503242	0	0	0	4.837835746	0	0	0	0	0	0	4.690145535	0	0	2.031599499
hsa-miR-20a-5p	449.7896929	391.3108915	374.2164842	453.4800341	368.9526357	288.0524699	541.9724479	274.2095383	490.3563256	469.8032273	328.1451293	233.1785028	293.2919931	257.7937288	355.7508493	853.9781855	771.3975466	899.7296101	688.6494369	718.2339425	564.2134001	945.5214196	833.7937362	535.7533705	512.8105891	541.464119	798.3530273	522.4660397	446.9625838	620.6682528	371.8543447	459.6342625	882.6548067	620.2276925	973.1361598
hsa-miR-20b-5p	109.4083037	137.1260389	109.1464746	144.5467609	89.67598785	118.1753723	94.01562872	67.4977325	130.7616868	142.9835909	101.2793609	90.93961609	95.76881408	48.33632414	89.91504982	97.23513993	96.76066786	146.0294132	162.0351616	109.7301857	79.62689114	137.1006058	108.976081	104.537243	43.54052171	48.13014391	125.6666802	45.71577847	90.03562838	103.4447088	92.96358616	79.7324741	88.9497092	41.34851283	111.7379724
hsa-miR-21-3p	0	0	3.118470702	0	0	0	2.76516555	0	1.634521085	0	0	0	0	0	15.63739997	0	0	0	0	3.325157141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.031599499
hsa-miR-21-5p	2038.236176	2107.058646	3024.916581	2485.637437	2370.00825	1506.735996	2328.269393	2092.429707	2048.05492	1497.923334	1652.87917	2096.27474	1595.14931	2322.157572	1673.201797	2616.893549	4448.302925	3429.335896	5650.976262	4891.306155	4754.862928	5075.08622	3183.115297	3273.322422	3686.430838	4464.070848	3174.931715	5538.140021	3604.640694	2604.925849	2644.814026	5787.63959	5822.78481	4114.177027	7271.094605
hsa-miR-210-3p	0	0	0	2.834250213	5.124342163	0	2.76516555	8.437216562	11.4416476	0	0	0	5.98555088	6.042040518	0	4.22761478	2.68779633	0	0	6.650314283	0	2.363803549	7.602982397	0	0	0	3.69607883	0	3.215558157	0	4.648179308	0	0	0	0
hsa-miR-210-5p	0	0	0	0	0	0	5.530331101	8.437216562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266788845	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-3p	0	0	0	8.50275064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-5p	0	0	0	0	0	36.92980383	16.5909933	8.437216562	9.807126512	47.66119698	0	2.331785028	5.98555088	6.042040518	23.45609995	0	0	0	0	0	4.550108065	0	0	0	0	0	40.65686713	0	6.431116313	0	0	0	6.842285323	0	0
